Target.node	Source.node	Relationship	layer
P53355	P0DP25	stimulates>	bindingprot-tf
Q14469	P17252	inhibits>	bindingprot-tf
P51692	Q06124	inhibits>	bindingprot-tf
P42224	Q92793	inhibits>	bindingprot-tf
Q00653	P49674	inhibits>	bindingprot-tf
P01100	Q15418	stimulates>	bindingprot-tf
Q00613	P45983	inhibits>	bindingprot-tf
Q96ST3	P49841	inhibits>	bindingprot-tf
Q13555	P51812	inhibits>	bindingprot-tf
P04637	P78527	stimulates>	bindingprot-tf
P01106	Q8N726	inhibits>	bindingprot-tf
Q15796	Q13705	stimulates>	bindingprot-tf
Q92993	Q8N726	inhibits>	bindingprot-tf
P06730	P11940	stimulates>	bindingprot-tf
P04150	Q14469	inhibits>	bindingprot-tf
P19419	P28482	stimulates>	bindingprot-tf
P05412	P15336	stimulates>	bindingprot-tf
P04637	P48730	stimulates>	bindingprot-tf
Q14511	P46108	stimulates>	bindingprot-tf
P17676	P28482	stimulates>	bindingprot-tf
P05412	Q08209	inhibits>	bindingprot-tf
P04637	P51812	inhibits>	bindingprot-tf
P19793	Q15596	stimulates>	bindingprot-tf
Q8WYK2	Q16539	inhibits>	bindingprot-tf
Q9UPG8	Q09472	stimulates>	bindingprot-tf
P01106	P42224	inhibits>	bindingprot-tf
P04626	P17252	inhibits>	bindingprot-tf
P17096	P78527	inhibits>	bindingprot-tf
P08047	P62136	inhibits>	bindingprot-tf
P84022	P36897	stimulates>	bindingprot-tf
P84022	Q92793	stimulates>	bindingprot-tf
Q15797	P27361	stimulates>	bindingprot-tf
P15336	P28482	stimulates>	bindingprot-tf
P28482	P67775	inhibits>	bindingprot-tf
P01100	P17252	stimulates>	bindingprot-tf
P49023	P12931	stimulates>	bindingprot-tf
Q15797	P46937	stimulates>	bindingprot-tf
P36956	P14618	inhibits>	bindingprot-tf
P45983	P15941	stimulates>	bindingprot-tf
P42229	O14543	stimulates>	bindingprot-tf
Q13480	P00533	stimulates>	bindingprot-tf
Q9Y6Q9	Q16539	stimulates>	bindingprot-tf
Q14145	Q13501	inhibits>	bindingprot-tf
Q99697	P31749	inhibits>	bindingprot-tf
P19793	P27361	inhibits>	bindingprot-tf
O43318	Q12933	stimulates>	bindingprot-tf
P36956	P17612	inhibits>	bindingprot-tf
Q13153	P67775	inhibits>	bindingprot-tf
Q13887	Q05655	stimulates>	bindingprot-tf
P12931	Q14289	inhibits>	bindingprot-tf
O60675	O15379	inhibits>	bindingprot-tf
P27540	P42224	stimulates>	bindingprot-tf
P33076	P27361	stimulates>	bindingprot-tf
P46531	P41240	stimulates>	bindingprot-tf
Q14012	P67775	inhibits>	bindingprot-tf
P49674	P67775	inhibits>	bindingprot-tf
P04150	P28482	inhibits>	bindingprot-tf
P01100	Q13485	stimulates>	bindingprot-tf
P37023	Q13705	stimulates>	bindingprot-tf
Q92993	P45984	inhibits>	bindingprot-tf
Q01196	P28482	stimulates>	bindingprot-tf
O75376	P49841	inhibits>	bindingprot-tf
Q04206	Q9UHD2	stimulates>	bindingprot-tf
P42226	P45983	inhibits>	bindingprot-tf
P16220	Q13555	stimulates>	bindingprot-tf
P84022	P36896	stimulates>	bindingprot-tf
Q08209	P0DP24	stimulates>	bindingprot-tf
Q9Y4A5	P05114	stimulates>	bindingprot-tf
Q12968	Q08209	stimulates>	bindingprot-tf
P63000	P52735	stimulates>	bindingprot-tf
P17676	Q13555	inhibits>	bindingprot-tf
P51812	O15530	stimulates>	bindingprot-tf
P37231	P19793	stimulates>	bindingprot-tf
P00533	Q14289	stimulates>	bindingprot-tf
P04637	Q8IW41	stimulates>	bindingprot-tf
P42229	Q13153	inhibits>	bindingprot-tf
P27361	O60674	inhibits>	bindingprot-tf
P35222	P10586	stimulates>	bindingprot-tf
P78536	P51812	inhibits>	bindingprot-tf
Q9Y6Q9	Q09472	inhibits>	bindingprot-tf
P31749	P27986	stimulates>	bindingprot-tf
Q05195	Q15418	inhibits>	bindingprot-tf
P46108	P56945	stimulates>	bindingprot-tf
P04049	Q13153	stimulates>	bindingprot-tf
Q96T58	Q13153	inhibits>	bindingprot-tf
Q13363	P45983	inhibits>	bindingprot-tf
P17612	P41240	inhibits>	bindingprot-tf
Q13485	P49841	inhibits>	bindingprot-tf
O43524	P45983	inhibits>	bindingprot-tf
Q15788	P28482	stimulates>	bindingprot-tf
P42224	Q06124	stimulates>	bindingprot-tf
P11831	P51812	stimulates>	bindingprot-tf
P04637	O14980	inhibits>	bindingprot-tf
P00533	P08581	inhibits>	bindingprot-tf
Q09472	Q05655	inhibits>	bindingprot-tf
Q15717	P17252	inhibits>	bindingprot-tf
P14859	P17612	inhibits>	bindingprot-tf
Q04721	P05067	inhibits>	bindingprot-tf
P36897	P17252	inhibits>	bindingprot-tf
Q13315	P78527	inhibits>	bindingprot-tf
Q06124	P08069	inhibits>	bindingprot-tf
P36956	P53350	inhibits>	bindingprot-tf
Q9NS56	P45983	inhibits>	bindingprot-tf
P62993	Q14289	stimulates>	bindingprot-tf
O75376	P31749	inhibits>	bindingprot-tf
P11831	Q15418	stimulates>	bindingprot-tf
Q05195	Q9UBS0	inhibits>	bindingprot-tf
Q15418	Q15118	stimulates>	bindingprot-tf
P49840	Q05655	inhibits>	bindingprot-tf
P46108	Q14511	stimulates>	bindingprot-tf
P35222	P18031	stimulates>	bindingprot-tf
Q13153	Q14247	inhibits>	bindingprot-tf
P08581	P08069	inhibits>	bindingprot-tf
O00141	Q15118	stimulates>	bindingprot-tf
Q14164	O15111	inhibits>	bindingprot-tf
P01106	Q15717	inhibits>	bindingprot-tf
P06213	P23469	inhibits>	bindingprot-tf
Q00653	P20749	stimulates>	bindingprot-tf
Q05513	P17252	inhibits>	bindingprot-tf
P14859	P04406	stimulates>	bindingprot-tf
Q13315	P35568	stimulates>	bindingprot-tf
P17252	O15530	stimulates>	bindingprot-tf
P05556	O43184	stimulates>	bindingprot-tf
Q16236	Q09472	inhibits>	bindingprot-tf
Q92908	P49841	inhibits>	bindingprot-tf
Q14511	P67775	inhibits>	bindingprot-tf
Q9UJU2	P49841	inhibits>	bindingprot-tf
P29466	Q13153	stimulates>	bindingprot-tf
P28482	Q13153	inhibits>	bindingprot-tf
Q9UQL6	Q05655	inhibits>	bindingprot-tf
P01100	P28482	stimulates>	bindingprot-tf
Q04912	P08069	inhibits>	bindingprot-tf
P42224	P52630	stimulates>	bindingprot-tf
P04637	Q96EB6	inhibits>	bindingprot-tf
P36956	P54646	inhibits>	bindingprot-tf
P24394	P23458	inhibits>	bindingprot-tf
P11831	P17252	stimulates>	bindingprot-tf
Q16665	P04637	inhibits>	bindingprot-tf
P00533	P08069	inhibits>	bindingprot-tf
P51812	P12931	stimulates>	bindingprot-tf
Q15910	Q13131	inhibits>	bindingprot-tf
P35222	P41240	inhibits>	bindingprot-tf
P13688	P00533	stimulates>	bindingprot-tf
Q14814	P45983	inhibits>	bindingprot-tf
P41235	Q16539	inhibits>	bindingprot-tf
P15923	P49841	inhibits>	bindingprot-tf
P18031	P17252	inhibits>	bindingprot-tf
P55055	Q03181	stimulates>	bindingprot-tf
Q16665	P27361	stimulates>	bindingprot-tf
P17612	P19174	inhibits>	bindingprot-tf
P06730	O00571	inhibits>	bindingprot-tf
P04637	Q9NS56	inhibits>	bindingprot-tf
Q06124	P40763	inhibits>	bindingprot-tf
Q16236	Q13547	inhibits>	bindingprot-tf
Q14164	P00533	inhibits>	bindingprot-tf
P42224	O75925	stimulates>	bindingprot-tf
Q14814	P48730	inhibits>	bindingprot-tf
Q96JK9	Q06330	stimulates>	bindingprot-tf
P35222	P67775	stimulates>	bindingprot-tf
Q96ST3	Q16539	inhibits>	bindingprot-tf
P40424	O43474	stimulates>	bindingprot-tf
P04792	Q05655	inhibits>	bindingprot-tf
O00482	Q96EB6	inhibits>	bindingprot-tf
P42336	P16144	stimulates>	bindingprot-tf
Q9H1A4	P45983	inhibits>	bindingprot-tf
P19419	P16298	inhibits>	bindingprot-tf
P00519	P60709	inhibits>	bindingprot-tf
P10827	P78527	inhibits>	bindingprot-tf
P78545	Q13153	stimulates>	bindingprot-tf
Q96N67	P04626	stimulates>	bindingprot-tf
P16220	P49137	stimulates>	bindingprot-tf
P14921	Q16539	stimulates>	bindingprot-tf
Q13469	P48454	stimulates>	bindingprot-tf
P42229	P45983	stimulates>	bindingprot-tf
Q9UBN7	P00533	inhibits>	bindingprot-tf
P07947	P08069	inhibits>	bindingprot-tf
Q04206	Q00534	inhibits>	bindingprot-tf
Q9Y6K9	Q9Y4K3	inhibits>	bindingprot-tf
Q15653	O15111	inhibits>	bindingprot-tf
P42229	P23458	stimulates>	bindingprot-tf
O15530	P67775	inhibits>	bindingprot-tf
Q9Y6Q9	Q05513	inhibits>	bindingprot-tf
P01106	P04049	inhibits>	bindingprot-tf
Q13627	P06213	inhibits>	bindingprot-tf
P49023	P43405	stimulates>	bindingprot-tf
Q9Y6Q9	P17612	stimulates>	bindingprot-tf
P37231	P28482	inhibits>	bindingprot-tf
P0DPQ6	P28482	inhibits>	bindingprot-tf
Q16236	P12931	inhibits>	bindingprot-tf
O15379	P12931	inhibits>	bindingprot-tf
Q13153	P04626	stimulates>	bindingprot-tf
P35638	P28482	inhibits>	bindingprot-tf
O14920	O15111	stimulates>	bindingprot-tf
P43354	P28482	stimulates>	bindingprot-tf
P19793	P12931	stimulates>	bindingprot-tf
P06213	Q13480	inhibits>	bindingprot-tf
O75376	Q16539	inhibits>	bindingprot-tf
P84022	P28482	stimulates>	bindingprot-tf
Q13485	Q93008	stimulates>	bindingprot-tf
Q02078	P42574	inhibits>	bindingprot-tf
P56945	P08069	inhibits>	bindingprot-tf
Q06330	Q04721	stimulates>	bindingprot-tf
Q13573	P46531	stimulates>	bindingprot-tf
Q13153	O43639	stimulates>	bindingprot-tf
Q15637	P51812	inhibits>	bindingprot-tf
Q04206	Q16539	stimulates>	bindingprot-tf
P19793	P43354	stimulates>	bindingprot-tf
Q01130	P31749	inhibits>	bindingprot-tf
P42224	P14921	stimulates>	bindingprot-tf
P23458	P48551	stimulates>	bindingprot-tf
P17861	Q16539	inhibits>	bindingprot-tf
Q16236	Q14145	inhibits>	bindingprot-tf
P62993	P21860	stimulates>	bindingprot-tf
Q9ULJ6	P46531	stimulates>	bindingprot-tf
P78347	P08069	inhibits>	bindingprot-tf
P31431	O43184	stimulates>	bindingprot-tf
P35222	Q96EB6	stimulates>	bindingprot-tf
Q13976	P67775	inhibits>	bindingprot-tf
P23246	Q9BUB5	inhibits>	bindingprot-tf
Q13177	P51812	inhibits>	bindingprot-tf
P35222	P00533	stimulates>	bindingprot-tf
Q04206	Q14164	stimulates>	bindingprot-tf
P16220	P67775	inhibits>	bindingprot-tf
P24468	P10827	stimulates>	bindingprot-tf
P49792	P17252	inhibits>	bindingprot-tf
P35222	O14640	stimulates>	bindingprot-tf
P27986	P08069	stimulates>	bindingprot-tf
Q92993	Q92793	inhibits>	bindingprot-tf
P84022	Q9H6Z4	stimulates>	bindingprot-tf
P21675	P16220	stimulates>	bindingprot-tf
P50148	Q9NPG1	stimulates>	bindingprot-tf
Q01844	P27361	inhibits>	bindingprot-tf
Q16236	Q05513	inhibits>	bindingprot-tf
P46531	Q00987	stimulates>	bindingprot-tf
O43318	Q9Y4K3	stimulates>	bindingprot-tf
P14859	P78527	inhibits>	bindingprot-tf
P11274	P17252	inhibits>	bindingprot-tf
P35222	Q13153	stimulates>	bindingprot-tf
O43157	P04626	inhibits>	bindingprot-tf
P16220	P63098	inhibits>	bindingprot-tf
O14640	Q9NPG1	stimulates>	bindingprot-tf
Q15910	Q9Y297	inhibits>	bindingprot-tf
Q16236	Q92769	inhibits>	bindingprot-tf
Q08999	Q00534	inhibits>	bindingprot-tf
P29597	P23458	stimulates>	bindingprot-tf
Q15796	Q96J02	stimulates>	bindingprot-tf
P43354	P19793	inhibits>	bindingprot-tf
P63000	O60716	stimulates>	bindingprot-tf
Q06413	P17252	inhibits>	bindingprot-tf
P41279	P51812	inhibits>	bindingprot-tf
Q00059	P28482	inhibits>	bindingprot-tf
P17252	P67775	inhibits>	bindingprot-tf
P04049	O60674	stimulates>	bindingprot-tf
Q04721	O00548	stimulates>	bindingprot-tf
P38398	Q13315	stimulates>	bindingprot-tf
P11831	P48730	inhibits>	bindingprot-tf
Q16236	Q92793	stimulates>	bindingprot-tf
P17676	Q15418	inhibits>	bindingprot-tf
Q96AE4	P45983	inhibits>	bindingprot-tf
Q04771	Q13705	stimulates>	bindingprot-tf
Q99607	P45983	inhibits>	bindingprot-tf
Q13485	P06730	stimulates>	bindingprot-tf
Q00987	P67775	stimulates>	bindingprot-tf
P00519	P06213	inhibits>	bindingprot-tf
P60709	P61586	stimulates>	bindingprot-tf
P0DPQ6	P49137	inhibits>	bindingprot-tf
P49023	Q05397	stimulates>	bindingprot-tf
P35222	P12830	inhibits>	bindingprot-tf
P17535	P53004	stimulates>	bindingprot-tf
P45984	P17252	inhibits>	bindingprot-tf
P35638	P49137	inhibits>	bindingprot-tf
P15923	P27361	inhibits>	bindingprot-tf
Q04206	Q13547	inhibits>	bindingprot-tf
P19793	P45984	inhibits>	bindingprot-tf
O15530	Q13153	inhibits>	bindingprot-tf
Q9NYF8	P05771	inhibits>	bindingprot-tf
P28702	P37231	inhibits>	bindingprot-tf
Q9Y4A5	P35222	stimulates>	bindingprot-tf
Q12986	P11940	stimulates>	bindingprot-tf
P00533	P0DP24	inhibits>	bindingprot-tf
P12830	O14672	stimulates>	bindingprot-tf
Q13485	P84022	stimulates>	bindingprot-tf
P20823	Q92793	stimulates>	bindingprot-tf
P19838	Q9UHD2	stimulates>	bindingprot-tf
P46531	O00548	stimulates>	bindingprot-tf
P17252	P61586	inhibits>	bindingprot-tf
Q05655	P07947	inhibits>	bindingprot-tf
O43474	P40763	stimulates>	bindingprot-tf
Q12888	P45983	inhibits>	bindingprot-tf
P16220	Q14012	stimulates>	bindingprot-tf
P39880	P17612	inhibits>	bindingprot-tf
Q15796	Q13177	inhibits>	bindingprot-tf
P16220	Q03060	inhibits>	bindingprot-tf
Q14258	P12931	inhibits>	bindingprot-tf
Q16659	Q02750	stimulates>	bindingprot-tf
Q9UBK2	Q13131	stimulates>	bindingprot-tf
Q01844	Q15637	inhibits>	bindingprot-tf
P29323	P98172	stimulates>	bindingprot-tf
Q9NYF8	P49841	inhibits>	bindingprot-tf
P18031	P06213	inhibits>	bindingprot-tf
P35222	P17612	stimulates>	bindingprot-tf
P63000	P0DP25	stimulates>	bindingprot-tf
P48454	P0DP24	stimulates>	bindingprot-tf
O15111	P67775	inhibits>	bindingprot-tf
P15036	P27361	inhibits>	bindingprot-tf
P45983	P40763	inhibits>	bindingprot-tf
P42229	P51452	inhibits>	bindingprot-tf
P04637	Q12857	inhibits>	bindingprot-tf
P17252	P31431	inhibits>	bindingprot-tf
P37231	P00519	stimulates>	bindingprot-tf
Q00653	P04637	stimulates>	bindingprot-tf
P04626	P00533	stimulates>	bindingprot-tf
Q02078	P28482	inhibits>	bindingprot-tf
P15529	P78504	inhibits>	bindingprot-tf
P49137	P67775	inhibits>	bindingprot-tf
P42226	Q7KZF4	stimulates>	bindingprot-tf
P23443	P12931	inhibits>	bindingprot-tf
P53350	Q13153	stimulates>	bindingprot-tf
Q9Y5S8	P12931	inhibits>	bindingprot-tf
P07900	Q9UBN7	stimulates>	bindingprot-tf
P16220	P05412	stimulates>	bindingprot-tf
Q9UJU2	P84022	stimulates>	bindingprot-tf
P42229	P06213	stimulates>	bindingprot-tf
P16070	O14672	stimulates>	bindingprot-tf
P12931	P67775	inhibits>	bindingprot-tf
P00533	P42566	inhibits>	bindingprot-tf
P40763	P18031	stimulates>	bindingprot-tf
P40763	Q09472	stimulates>	bindingprot-tf
Q06124	P18031	inhibits>	bindingprot-tf
P08047	Q15796	stimulates>	bindingprot-tf
Q14653	P05771	inhibits>	bindingprot-tf
Q9Y6K9	P12931	inhibits>	bindingprot-tf
P36896	Q13705	stimulates>	bindingprot-tf
P29323	P12931	inhibits>	bindingprot-tf
O14965	P55072	inhibits>	bindingprot-tf
O00443	P08069	stimulates>	bindingprot-tf
P04637	P27361	stimulates>	bindingprot-tf
P42226	Q05513	stimulates>	bindingprot-tf
P14618	P45983	inhibits>	bindingprot-tf
Q15561	P46937	stimulates>	bindingprot-tf
P19793	O75469	stimulates>	bindingprot-tf
O00716	P06400	inhibits>	bindingprot-tf
Q15797	P67775	inhibits>	bindingprot-tf
Q14978	P51812	inhibits>	bindingprot-tf
P10912	P08069	inhibits>	bindingprot-tf
Q9HBH9	P45983	inhibits>	bindingprot-tf
P37231	P49841	inhibits>	bindingprot-tf
P84022	O15169	stimulates>	bindingprot-tf
Q8WUI4	P17252	inhibits>	bindingprot-tf
Q15596	P28482	inhibits>	bindingprot-tf
P63000	P42336	stimulates>	bindingprot-tf
P51692	P06213	inhibits>	bindingprot-tf
P12830	P08581	stimulates>	bindingprot-tf
P25963	Q14164	inhibits>	bindingprot-tf
P01100	Q08050	stimulates>	bindingprot-tf
Q13263	P51812	inhibits>	bindingprot-tf
P49674	P78527	inhibits>	bindingprot-tf
P41235	P12931	inhibits>	bindingprot-tf
P12931	P61586	inhibits>	bindingprot-tf
P01106	P42771	inhibits>	bindingprot-tf
Q04206	P17612	stimulates>	bindingprot-tf
P17861	Q01892	inhibits>	bindingprot-tf
Q92993	Q96EB6	inhibits>	bindingprot-tf
P42229	P60484	inhibits>	bindingprot-tf
P21860	P04626	stimulates>	bindingprot-tf
Q13467	Q9ULT6	inhibits>	bindingprot-tf
P46531	P84022	stimulates>	bindingprot-tf
O60674	P08887	stimulates>	bindingprot-tf
P16220	Q15418	stimulates>	bindingprot-tf
O75376	Q96EB6	stimulates>	bindingprot-tf
Q13501	P00533	inhibits>	bindingprot-tf
P48551	P08069	inhibits>	bindingprot-tf
P00519	P29350	inhibits>	bindingprot-tf
P12931	Q14247	inhibits>	bindingprot-tf
Q15797	Q13315	stimulates>	bindingprot-tf
Q04206	Q92793	stimulates>	bindingprot-tf
P17252	Q14118	stimulates>	bindingprot-tf
P84022	O43318	inhibits>	bindingprot-tf
P46531	Q96JK9	stimulates>	bindingprot-tf
Q03060	P49841	inhibits>	bindingprot-tf
P36956	P49841	inhibits>	bindingprot-tf
P25054	P67775	inhibits>	bindingprot-tf
Q01201	Q92793	stimulates>	bindingprot-tf
P00533	P13688	inhibits>	bindingprot-tf
P27361	P53355	inhibits>	bindingprot-tf
Q15796	P01106	stimulates>	bindingprot-tf
P23511	Q09472	inhibits>	bindingprot-tf
Q9UJU2	P46531	stimulates>	bindingprot-tf
P40763	P22607	stimulates>	bindingprot-tf
P49715	P27361	inhibits>	bindingprot-tf
Q13976	P17252	stimulates>	bindingprot-tf
P43405	P52735	inhibits>	bindingprot-tf
Q03164	P49841	inhibits>	bindingprot-tf
Q13131	P67775	inhibits>	bindingprot-tf
Q00613	P49840	inhibits>	bindingprot-tf
P37231	P36507	stimulates>	bindingprot-tf
Q92934	Q13153	inhibits>	bindingprot-tf
P55072	P08069	inhibits>	bindingprot-tf
O14980	P51812	inhibits>	bindingprot-tf
P00519	Q13153	stimulates>	bindingprot-tf
Q15797	P37023	stimulates>	bindingprot-tf
Q09472	P17252	inhibits>	bindingprot-tf
P40763	P12931	stimulates>	bindingprot-tf
P07948	P08754	inhibits>	bindingprot-tf
P17612	P61925	inhibits>	bindingprot-tf
P53355	P0DP23	stimulates>	bindingprot-tf
P19525	P23458	inhibits>	bindingprot-tf
P36956	P27361	stimulates>	bindingprot-tf
P46937	Q9UBE8	inhibits>	bindingprot-tf
Q8WYK2	P45983	stimulates>	bindingprot-tf
P05412	Q99986	stimulates>	bindingprot-tf
P41182	O43524	stimulates>	bindingprot-tf
Q9Y6Q9	P45983	inhibits>	bindingprot-tf
P16220	Q13485	stimulates>	bindingprot-tf
Q06413	Q09472	stimulates>	bindingprot-tf
P61978	P12931	stimulates>	bindingprot-tf
P18031	P00533	stimulates>	bindingprot-tf
Q96J02	P41240	inhibits>	bindingprot-tf
Q15796	O95405	stimulates>	bindingprot-tf
Q02447	P62136	inhibits>	bindingprot-tf
Q03181	P55055	stimulates>	bindingprot-tf
P29350	P22681	inhibits>	bindingprot-tf
P60484	P06213	inhibits>	bindingprot-tf
P35222	Q05655	inhibits>	bindingprot-tf
P43354	Q15418	inhibits>	bindingprot-tf
Q13153	P16333	stimulates>	bindingprot-tf
Q15797	P36897	stimulates>	bindingprot-tf
Q02556	P42224	stimulates>	bindingprot-tf
Q15717	Q9UBN7	inhibits>	bindingprot-tf
P62993	P00533	stimulates>	bindingprot-tf
P42229	P00519	stimulates>	bindingprot-tf
P46531	P01375	inhibits>	bindingprot-tf
P40763	P00533	stimulates>	bindingprot-tf
Q13287	P14921	stimulates>	bindingprot-tf
P04637	Q99986	stimulates>	bindingprot-tf
P05412	P27635	inhibits>	bindingprot-tf
Q9UBW7	P45983	inhibits>	bindingprot-tf
Q13887	P49841	inhibits>	bindingprot-tf
Q9Y4A5	P51812	inhibits>	bindingprot-tf
P33076	Q92769	inhibits>	bindingprot-tf
P23458	P10912	stimulates>	bindingprot-tf
Q9UQL6	P17252	inhibits>	bindingprot-tf
P35398	P28482	inhibits>	bindingprot-tf
Q13464	P61586	stimulates>	bindingprot-tf
P16333	Q13153	inhibits>	bindingprot-tf
P11940	P00533	inhibits>	bindingprot-tf
P05771	O15530	stimulates>	bindingprot-tf
P46108	P08069	inhibits>	bindingprot-tf
P05412	P49840	inhibits>	bindingprot-tf
P05412	Q13177	stimulates>	bindingprot-tf
P42226	Q09472	stimulates>	bindingprot-tf
Q12968	P48730	inhibits>	bindingprot-tf
O60674	P17252	inhibits>	bindingprot-tf
P00533	P0DP25	inhibits>	bindingprot-tf
P48436	P49841	inhibits>	bindingprot-tf
O00548	Q04721	inhibits>	bindingprot-tf
P51692	P29350	inhibits>	bindingprot-tf
P07954	P78527	stimulates>	bindingprot-tf
P84022	P17252	inhibits>	bindingprot-tf
Q16236	P45983	inhibits>	bindingprot-tf
O60674	Q9UQQ2	inhibits>	bindingprot-tf
P04049	Q9C004	inhibits>	bindingprot-tf
P41240	P08069	stimulates>	bindingprot-tf
P51692	P00533	stimulates>	bindingprot-tf
P20823	P41235	inhibits>	bindingprot-tf
P08047	Q04206	stimulates>	bindingprot-tf
P23246	P49841	inhibits>	bindingprot-tf
Q13485	Q9NZC7	stimulates>	bindingprot-tf
P84022	P37173	stimulates>	bindingprot-tf
Q13233	Q13153	stimulates>	bindingprot-tf
P26358	P40763	stimulates>	bindingprot-tf
P16220	P31751	stimulates>	bindingprot-tf
Q15796	P49841	inhibits>	bindingprot-tf
P04637	P49840	inhibits>	bindingprot-tf
P19174	P04626	stimulates>	bindingprot-tf
Q06330	Q16539	inhibits>	bindingprot-tf
P19838	Q96T23	inhibits>	bindingprot-tf
P49715	P24468	inhibits>	bindingprot-tf
P37231	Q16539	inhibits>	bindingprot-tf
P10588	P19793	inhibits>	bindingprot-tf
Q13464	O14640	stimulates>	bindingprot-tf
P35222	P42574	inhibits>	bindingprot-tf
P42226	P29350	stimulates>	bindingprot-tf
P37173	P12931	inhibits>	bindingprot-tf
P31749	P78527	stimulates>	bindingprot-tf
P45983	P61586	stimulates>	bindingprot-tf
P35869	P17252	inhibits>	bindingprot-tf
P06213	P0DP23	inhibits>	bindingprot-tf
Q12972	P51812	inhibits>	bindingprot-tf
P01100	O75676	stimulates>	bindingprot-tf
P04626	O43157	inhibits>	bindingprot-tf
O60353	Q9ULT6	inhibits>	bindingprot-tf
P17275	P45983	stimulates>	bindingprot-tf
Q15648	P27361	stimulates>	bindingprot-tf
Q00613	P49137	stimulates>	bindingprot-tf
P48730	P17252	inhibits>	bindingprot-tf
P37231	P28702	stimulates>	bindingprot-tf
Q00987	P14618	inhibits>	bindingprot-tf
P33076	P17612	inhibits>	bindingprot-tf
Q08209	P51812	inhibits>	bindingprot-tf
P14921	P28482	stimulates>	bindingprot-tf
P00519	Q03135	inhibits>	bindingprot-tf
P10827	P28702	stimulates>	bindingprot-tf
Q13469	P49841	inhibits>	bindingprot-tf
P17252	Q05397	inhibits>	bindingprot-tf
P38398	P78527	inhibits>	bindingprot-tf
P15336	Q13976	inhibits>	bindingprot-tf
P12931	P45983	stimulates>	bindingprot-tf
Q15796	O14964	stimulates>	bindingprot-tf
Q12888	P17252	inhibits>	bindingprot-tf
P46109	Q13480	stimulates>	bindingprot-tf
Q03181	P28702	stimulates>	bindingprot-tf
Q04864	O14920	inhibits>	bindingprot-tf
Q92934	P51812	inhibits>	bindingprot-tf
P35222	P45983	inhibits>	bindingprot-tf
P36956	Q16539	inhibits>	bindingprot-tf
P51532	P48730	inhibits>	bindingprot-tf
P42229	P07948	stimulates>	bindingprot-tf
Q14469	P51812	inhibits>	bindingprot-tf
P04637	Q13131	stimulates>	bindingprot-tf
Q14814	Q09472	stimulates>	bindingprot-tf
P12931	P29353	inhibits>	bindingprot-tf
P18846	Q13485	stimulates>	bindingprot-tf
Q03164	Q16539	inhibits>	bindingprot-tf
P19793	P45983	inhibits>	bindingprot-tf
Q9H1B7	P51812	inhibits>	bindingprot-tf
P04637	P18146	stimulates>	bindingprot-tf
P43405	P17252	inhibits>	bindingprot-tf
P29353	P04626	stimulates>	bindingprot-tf
P18846	P51812	inhibits>	bindingprot-tf
P84022	P50750	inhibits>	bindingprot-tf
Q04206	P28482	stimulates>	bindingprot-tf
Q9Y478	P78527	inhibits>	bindingprot-tf
Q16236	Q13315	inhibits>	bindingprot-tf
P56945	P00533	inhibits>	bindingprot-tf
P22415	P78527	stimulates>	bindingprot-tf
Q07869	P55055	stimulates>	bindingprot-tf
Q06124	P17252	stimulates>	bindingprot-tf
Q13469	P31749	inhibits>	bindingprot-tf
Q16665	Q96KS0	inhibits>	bindingprot-tf
Q00613	P45984	inhibits>	bindingprot-tf
Q8WUI4	P67775	stimulates>	bindingprot-tf
P40763	P43405	stimulates>	bindingprot-tf
P42226	P18031	inhibits>	bindingprot-tf
P46531	P78536	stimulates>	bindingprot-tf
O14640	O75581	stimulates>	bindingprot-tf
Q9NP71	P17612	inhibits>	bindingprot-tf
Q00987	P78527	stimulates>	bindingprot-tf
Q16665	P09467	inhibits>	bindingprot-tf
Q06124	O60674	stimulates>	bindingprot-tf
P01106	P27361	stimulates>	bindingprot-tf
P07384	P15311	inhibits>	bindingprot-tf
P42566	P00533	stimulates>	bindingprot-tf
P00519	P11274	inhibits>	bindingprot-tf
P37231	P18146	stimulates>	bindingprot-tf
P25963	Q9Y4K3	stimulates>	bindingprot-tf
Q96JA1	P00533	stimulates>	bindingprot-tf
P29353	P17252	stimulates>	bindingprot-tf
O60674	P10912	stimulates>	bindingprot-tf
P42224	P12931	stimulates>	bindingprot-tf
P04637	P53355	stimulates>	bindingprot-tf
Q02750	Q15118	inhibits>	bindingprot-tf
P62993	P29353	stimulates>	bindingprot-tf
P18146	P40763	stimulates>	bindingprot-tf
Q9BUB5	P17252	inhibits>	bindingprot-tf
P19838	P17612	stimulates>	bindingprot-tf
P12931	Q05397	inhibits>	bindingprot-tf
P05771	P67775	inhibits>	bindingprot-tf
P60484	P12931	inhibits>	bindingprot-tf
P11473	P04637	stimulates>	bindingprot-tf
P07948	P22681	inhibits>	bindingprot-tf
P20936	P00533	stimulates>	bindingprot-tf
P43405	Q14289	inhibits>	bindingprot-tf
P0DPQ6	Q16539	stimulates>	bindingprot-tf
O60381	P11309	inhibits>	bindingprot-tf
Q13322	P08069	stimulates>	bindingprot-tf
P19793	P04150	stimulates>	bindingprot-tf
P35638	Q16539	stimulates>	bindingprot-tf
Q16665	P17612	inhibits>	bindingprot-tf
P06730	P67775	inhibits>	bindingprot-tf
Q03135	P12931	stimulates>	bindingprot-tf
